name,latitude,longitude,elevation,elevation2,species,number,Gymnosperm/Angiosperm,Needle/broad
cana068,52.02,-82.9,200,,PCMA,119,Gymnosperm,Needle
cana069,58.67,-93.48,50,,LALA,206,Gymnosperm,Needle
cana070,60.03,-100.43,322,,PCMA,221,Gymnosperm,Needle
cana071,55.73,-76.15,1000,,PCMA,203,Gymnosperm,Needle
cana072,57.22,-71.5,500,,PCMA,246,Gymnosperm,Needle
cana073,57.22,-71.5,500,,PCMA,137,Gymnosperm,Needle
cana074,60.28,-115.27,245,,PCGL,147,Gymnosperm,Needle
cana075,50.02,-74.45,366,,PCMA,192,Gymnosperm,Needle
cana076,52.03,-77.85,137,,PCMA,250,Gymnosperm,Needle
cana077,55.73,-76.15,1000,,PCMA,212,Gymnosperm,Needle
cana078,57.7,-105.27,2000,,PCMA,125,Gymnosperm,Needle
cana079,53.07,-87.33,197,,PCGL,187,Gymnosperm,Needle
cana080,53.23,-77.67,137,,PCMA,128,Gymnosperm,Needle
cana081,53.23,-77.67,137,,PCMA,142,Gymnosperm,Needle
cana082,61.67,-139.67,750,,PCGL,284,Gymnosperm,Needle
cana083,60.42,-137.17,780,,PCMA,228,Gymnosperm,Needle
cana084,59.92,-136.83,780,,PCSI,252,Gymnosperm,Needle
cana085,59.08,-129.92,900,,PCGL,167,Gymnosperm,Needle
cana086,58.33,-129.92,1200,,PCGL,227,Gymnosperm,Needle
cana087,60.08,-128.83,750,,PCGL,242,Gymnosperm,Needle
cana088,58.67,-124.67,1260,,PCGL,214,Gymnosperm,Needle
cana089,58.33,-122.83,690,,PCGL,167,Gymnosperm,Needle
cana090,56.92,-130.08,459,,PCSI,284,Gymnosperm,Needle
cana091,54.9,-127.25,1200,,PCGL,284,Gymnosperm,Needle
cana092,55.5,-122.67,780,,PCGL,284,Gymnosperm,Needle
cana093,54.5,-122.5,690,,PSME,211,Gymnosperm,Needle
cana094,53.33,-120.67,1530,,PCEN,284,Gymnosperm,Needle
cana095,51.88,-121.25,810,,PSME,284,Gymnosperm,Needle
cana096,52.25,-117,2000,,PCEN,284,Gymnosperm,Needle
cana097,51.75,-116.22,2050,,PCEN,284,Gymnosperm,Needle
cana098,51.17,-116.17,1500,,PCEN,284,Gymnosperm,Needle
cana099,50.57,-115.15,2290,,PCEN,293,Gymnosperm,Needle
cana10,50.25,-121.67,200,,PIPO,296,Gymnosperm,Needle
cana100,58.78,-111.45,70,,PCGL,206,Gymnosperm,Needle
cana101,58.88,-111,70,,PCGL,211,Gymnosperm,Needle
cana102,58.87,-111.3,70,,PCGL,188,Gymnosperm,Needle
cana103,58.97,-111.25,74,,PCGL,167,Gymnosperm,Needle
cana104,58.98,-111.5,70,,PCGL,271,Gymnosperm,Needle
cana105,58.37,-111.5,75,,PCGL,263,Gymnosperm,Needle
cana106,48.47,-79.28,274,,THOC,288,Gymnosperm,Needle
cana107,49.52,-123.07,1000,,ABAM,293,Gymnosperm,Needle
cana108,49.52,-123.07,1000,,ABAM,238,Gymnosperm,Needle
cana109,49.53,-123.03,560,,THPL,293,Gymnosperm,Needle
cana110,49.53,-123.03,700,,THPL,294,Gymnosperm,Needle
cana111,49.42,-123.08,1110,,TSME,284,Gymnosperm,Needle
cana112,49.08,-116.75,1850,,PCEN,283,Gymnosperm,Needle
cana113,49.15,-125.23,1020,,TSME,284,Gymnosperm,Needle
cana114,49.78,-117.17,1530,,PCEN,180,Gymnosperm,Needle
cana116,53.5,-96.38,262,,PIBN,93,Gymnosperm,Needle
cana117,65.35,-126.7,820,,PCGL,292,Gymnosperm,Needle
cana119,64.97,-127.48,680,,PCGL,290,Gymnosperm,Needle
cana121,66.72,-136.28,800,,PCGL,299,Gymnosperm,Needle
cana123,64.98,-127.57,950,,PCGL,290,Gymnosperm,Needle
cana125,64.52,-138.32,1130,,PCGL,293,Gymnosperm,Needle
cana127,45.42,-78.6,500,,PIST,295,Gymnosperm,Needle
cana128,46.72,-80.2,500,,PIST,295,Gymnosperm,Needle
cana129,59.98,-112.35,200,,PCGL,166,Gymnosperm,Needle
cana130,59.8,-112.17,240,,PCGL,176,Gymnosperm,Needle
cana131,59.12,-112.18,220,,PCGL,125,Gymnosperm,Needle
cana132,59.75,-112.2,250,,PIBN,168,Gymnosperm,Needle
cana133,59.58,-111.33,300,,PIBN,150,Gymnosperm,Needle
cana134,45.05,-78.72,430,,PIST,191,Gymnosperm,Needle
cana135,51.17,-114.67,1250,,PIFL,293,Gymnosperm,Needle
cana136,49.58,-114.22,1250,,PIFL,293,Gymnosperm,Needle
cana137,49.58,-114.2,1200,,PIFL,293,Gymnosperm,Needle
cana138,68.27,-133.33,120,,PCGL,293,Gymnosperm,Needle
cana139,48.03,-70,150,,PIST,228,Gymnosperm,Needle
cana145,55.12,-105.15,590,,PCGL,124,Gymnosperm,Needle
cana146,55.12,-105.15,575,,ABBA,92,Gymnosperm,Needle
cana147,50.82,-119.9,1550,,PCEN,295,Gymnosperm,Needle
cana148,45.4,-78.6,400,,PIST,294,Gymnosperm,Needle
cana149,45.5,-78.78,427,,PIST,153,Gymnosperm,Needle
cana150,49.87,-118.85,1700,,PCEN,299,Gymnosperm,Needle
cana151,49.87,-118.85,1700,,PICO,299,Gymnosperm,Needle
cana152,49.87,-118.85,1700,,ABLA,287,Gymnosperm,Needle
cana153,67.23,-115.92,213,,PCSP,278,Gymnosperm,Needle
cana154,65.33,-126.68,725,,PCGL,285,Gymnosperm,Needle
cana155,64.03,-103.87,160,,PCGL,285,Gymnosperm,Needle
cana156,65,-127.83,1375,,PCGL,285,Gymnosperm,Needle
cana157,65,-138.33,915,,PCGL,276,Gymnosperm,Needle
cana158,58.72,-94.07,50,,PCGL,279,Gymnosperm,Needle
cana159,56.17,-76.55,50,,PCGL,283,Gymnosperm,Needle
cana160,57.5,-61.75,25,,PCGL,297,Gymnosperm,Needle
cana161,51.03,-119.05,1900,,PCEN,287,Gymnosperm,Needle
cana162,51.03,-119.05,1900,,ABLA,297,Gymnosperm,Needle
cana174,50.22,-126.35,1005,,ABAM,300,Gymnosperm,Needle
cana175,50.22,-126.35,1005,,CHNO,300,Gymnosperm,Needle
cana176,49.33,-97.17,230,,QUMA,200,Angiosperm,Broad
cana177,49.87,-97.22,230,,QUMA,145,Angiosperm,Broad
cana178,49.03,-97.2,235,,QUMA,134,Angiosperm,Broad
cana179,49.33,-97.32,230,,QUMA,93,Angiosperm,Broad
cana180,49.98,-97.05,230,,QUMA,177,Angiosperm,Broad
cana181,49.93,-97.1,230,,QUMA,280,Angiosperm,Broad
cana182,49.72,-97.17,230,,QUMA,107,Angiosperm,Broad
cana183,49.07,-97.32,235,,QUMA,149,Angiosperm,Broad
cana184,49.87,-97.17,230,,QUMA,140,Angiosperm,Broad
cana185,49.53,-97.22,230,,QUMA,122,Angiosperm,Broad
cana186,49.07,-97.2,235,,QUMA,124,Angiosperm,Broad
cana187,49.65,-97.12,230,,QUMA,93,Angiosperm,Broad
cana188,49.55,-97.2,230,,QUMA,143,Angiosperm,Broad
cana189,49.28,-97.33,235,,QUMA,115,Angiosperm,Broad
cana190,49.75,-97.15,230,,QUMA,144,Angiosperm,Broad
cana191,49.75,-97.13,230,,QUMA,169,Angiosperm,Broad
cana192,49.83,-97.2,230,,QUMA,178,Angiosperm,Broad
cana193,49.33,-97.17,230,,QUMA,269,Angiosperm,Broad
cana194,49.33,-97.17,230,,QUMA,298,Angiosperm,Broad
cana196,57.85,-103.83,426,,PIBN,186,Gymnosperm,Needle
cana197,57.85,-103.83,426,,PCGL,151,Gymnosperm,Needle
cana198,54.93,-102.78,315,,PCGL,163,Gymnosperm,Needle
cana199,55.55,-104.68,355,,PCSP,148,Gymnosperm,Needle
cana2,60.33,-134.8,805,,PICO,220,Gymnosperm,Needle
cana200,57.55,-106.88,510,,PIBN,237,Gymnosperm,Needle
cana201,56.82,-107.58,500,,PIBN,128,Gymnosperm,Needle
cana202,55.7,-106.43,390,,PCGL,162,Gymnosperm,Needle
cana203,57.07,-105.5,540,,PIBN,171,Gymnosperm,Needle
cana204,57.42,-106.13,500,,PIBN,149,Gymnosperm,Needle
cana205,55.63,-104.73,360,,PCGL,124,Gymnosperm,Needle
cana206,55.22,-104.53,370,,PCGL,175,Gymnosperm,Needle
cana207,56.65,-103.2,360,,PCMA,167,Gymnosperm,Needle
cana208,56.5,-102.97,410,,PIBN,125,Gymnosperm,Needle
cana209,57.92,-61.6,100,,PCGL,289,Gymnosperm,Needle
cana210,56.92,-61.5,25,,PCGL,298,Gymnosperm,Needle
cana211,61.9,-140.72,731,,PCGL,300,Gymnosperm,Needle
cana212,59,-112,209,,PCGL,301,Gymnosperm,Needle
cana213,58.78,-111.45,70,,PCGL,289,Gymnosperm,Needle
cana214,58.9,-111.6,209,,PCGL,200,Gymnosperm,Needle
cana215,58.87,-111.3,70,,PCGL,259,Gymnosperm,Needle
cana216,58.97,-111.25,74,,PCGL,301,Gymnosperm,Needle
cana217,58.37,-111.5,75,,PCGL,293,Gymnosperm,Needle
cana218,58.5,-112.5,209,,PCGL,244,Gymnosperm,Needle
cana219,58.6,-111.3,209,,PCGL,200,Gymnosperm,Needle
cana220,52,-116.45,1367,,PIFL,297,Gymnosperm,Needle
cana221,53.95,-106.33,611,,LALA,298,Gymnosperm,Needle
cana222,53.95,-106.33,611,,PCMA,298,Gymnosperm,Needle
cana223,51.25,-117.52,2050,,PCEN,200,Gymnosperm,Needle
cana224,51.17,-118.13,2000,,PCEN,280,Gymnosperm,Needle
cana225,50.23,-117.08,2100,,PCEN,298,Gymnosperm,Needle
cana226,49.73,-117.17,1950,,PCEN,288,Gymnosperm,Needle
cana227,49.97,-117.3,2000,,PCEN,267,Gymnosperm,Needle
cana228,49.43,-117.15,1980,,PCEN,298,Gymnosperm,Needle
cana229,49.15,-117.9,1900,,PCEN,274,Gymnosperm,Needle
cana230,49.03,-117.05,2050,,PCEN,298,Gymnosperm,Needle
cana231,50.57,-118.57,1830,,PCEN,298,Gymnosperm,Needle
cana232,50.37,-119.07,1700,,PCEN,176,Gymnosperm,Needle
cana233,49.9,-118.37,2050,,PCEN,284,Gymnosperm,Needle
cana234,49.73,-118.93,2000,,PCEN,298,Gymnosperm,Needle
cana235,49.17,-119.23,2000,,PCEN,298,Gymnosperm,Needle
cana236,49.62,-116.65,2000,,PCEN,209,Gymnosperm,Needle
cana237,50.98,-121.72,1950,,PCEN,298,Gymnosperm,Needle
cana238,50.7,-121.45,1980,,PCEN,298,Gymnosperm,Needle
cana239,50.53,-120.58,1800,,PCEN,290,Gymnosperm,Needle
cana240,50.2,-120.97,1680,,PCEN,182,Gymnosperm,Needle
cana241,49.63,-121.1,1680,,PCEN,296,Gymnosperm,Needle
cana242,49.1,-120.75,1850,,PCEN,189,Gymnosperm,Needle
cana243,50.32,-94,321,,PIST,221,Gymnosperm,Needle
cana244,49.12,-91.13,493,,PIST,207,Gymnosperm,Needle
cana245,49.07,-93.9,339,,PIRE,169,Gymnosperm,Needle
cana246,50.07,-93.52,376,,PIRE,229,Gymnosperm,Needle
cana247,48.97,-91.25,355,,PIST,158,Gymnosperm,Needle
cana248,48.72,-91.17,424,,PIST,208,Gymnosperm,Needle
cana249,49.67,-93.77,430,,PIST,119,Gymnosperm,Needle
cana250,48.88,-91.7,440,,PIST,187,Gymnosperm,Needle
cana251,48.67,-91.1,465,,THOC,126,Gymnosperm,Needle
cana252,49.88,-93.75,396,,PIRE,246,Gymnosperm,Needle
cana253,49.68,-94.87,395,,PIRE,230,Gymnosperm,Needle
cana254,48.38,-90.75,503,,PIST,273,Gymnosperm,Needle
cana255,49.68,-93.88,413,,PIRE,129,Gymnosperm,Needle
cana256,50.38,-93.88,321,,PIST,204,Gymnosperm,Needle
cana257,49.2,-95.35,362,,PIRE,108,Gymnosperm,Needle
cana258,49.2,-95.35,362,,PIST,106,Gymnosperm,Needle
cana259,50.43,-93.1,396,,PIRE,198,Gymnosperm,Needle
cana260,48.72,-91.87,631,,PIST,108,Gymnosperm,Needle
cana261,49.7,-93.78,401,,THOC,151,Gymnosperm,Needle
cana262,49.53,-91.22,450,,PIST,238,Gymnosperm,Needle
cana263,49.68,-93.67,392,,PIRE,254,Gymnosperm,Needle
cana264,48.65,-91.22,411,,PIRE,236,Gymnosperm,Needle
cana265,49.18,-94.15,305,,PIRE,151,Gymnosperm,Needle
cana266,49.18,-94.15,305,,PIST,143,Gymnosperm,Needle
cana267,48.93,-91.78,450,,PIST,128,Gymnosperm,Needle
cana268,48.67,-91.08,450,,PIST,214,Gymnosperm,Needle
cana269,46.83,-71.17,30,,THOC,306,Gymnosperm,Needle
cana270,58.62,-93.8,50,,PCGL,264,Gymnosperm,Needle
cana271,58.62,-93.8,50,,LALA,186,Gymnosperm,Needle
cana272,58.62,-93.83,16,,PCMA,291,Gymnosperm,Needle
cana273,58.62,-93.83,16,,LALA,255,Gymnosperm,Needle
cana274,58.53,-93.47,17,,PCGL,261,Gymnosperm,Needle
cana275,58.53,-93.47,17,,PCMA,291,Gymnosperm,Needle
cana276,58.53,-93.47,17,,LALA,251,Gymnosperm,Needle
cana277,57.95,-93.22,27,,PCGL,234,Gymnosperm,Needle
cana278,57.95,-93.22,27,,PCMA,268,Gymnosperm,Needle
cana279,57.32,-93.03,56,,PCGL,276,Gymnosperm,Needle
cana280,57.32,-93.03,56,,PCMA,262,Gymnosperm,Needle
cana281,57.95,-93.22,27,,LALA,77,Gymnosperm,Needle
cana282,53.95,-105.15,575,,PCGL,113,Gymnosperm,Needle
cana283,62.57,-114.35,209,,PIBN,133,Gymnosperm,Needle
cana284,62.52,-114.35,189,,PIBN,144,Gymnosperm,Needle
cana285,62.5,-114.35,194,,PIBN,142,Gymnosperm,Needle
cana286,62.48,-114.37,211,,PIBN,148,Gymnosperm,Needle
cana287,62.48,-114.42,208,,PIBN,306,Gymnosperm,Needle
cana288,62.42,-114.42,175,,PIBN,178,Gymnosperm,Needle
cana289,62.47,-114.3,191,,PIBN,200,Gymnosperm,Needle
cana290,62.6,-114.13,195,,PIBN,177,Gymnosperm,Needle
cana291,62.55,-113.85,197,,PIBN,153,Gymnosperm,Needle
cana292,62.52,-113.82,199,,PIBN,70,Gymnosperm,Needle
cana293,62.55,-113.87,214,,PIBN,272,Gymnosperm,Needle
cana294,62.5,-113.43,228,,PIBN,202,Gymnosperm,Needle
cana295,61.7,-116.95,,,PCGL,76,Gymnosperm,Needle
cana296,61.2,-120,270,,PCGL,190,Gymnosperm,Needle
cana297,61.2,-120,270,,PIBA,193,Gymnosperm,Needle
cana298,60.0333,-119.05,,,PCGL,106,Gymnosperm,Needle
cana299,60.9167,-111.6,240,,PCMA,100,Gymnosperm,Needle
cana3,60.77,-137.55,625,,PCGL,136,Gymnosperm,Needle
cana300,60.9167,-111.6,240,,PIBA,115,Gymnosperm,Needle
cana301,61.4333,-121.2667,240,,PCMA,185,Gymnosperm,Needle
cana302,61.1,-118.7833,220,,PCMA,106,Gymnosperm,Needle
cana303,60.05,-109.0333,210,,PIBA,58,Gymnosperm,Needle
cana304,61.35,-120.8,280,,PCMA,66,Gymnosperm,Needle
cana305,61.35,-120.8,280,,PIBA,87,Gymnosperm,Needle
cana306,60.55,-110.6,300,,PCMA,80,Gymnosperm,Needle
cana307,60.55,-110.6,300,,PIBA,110,Gymnosperm,Needle
cana308,49.5833,-116.6833,2197,,LALY,306,Gymnosperm,Needle
cana309,56,-61,50,,PCGL,289,Gymnosperm,Needle
cana310,57.15,-62.3,50,,PCGL,297,Gymnosperm,Needle
cana311,56.5167,-61.9167,150,,PCGL,299,Gymnosperm,Needle
cana312,55.4167,-61.3167,50,,PCGL,298,Gymnosperm,Needle
cana313,56,-61,50,,PCGL,299,Gymnosperm,Needle
cana314,67.23,-115.92,213,,PCMA,304,Gymnosperm,Needle
cana315,68.7833,-142.35,,,PCGL,303,Gymnosperm,Needle
cana316,48.5333,-65.9167,100,,THOC,283,Gymnosperm,Needle
cana317,48.5,-65.9,100,,THOC,292,Gymnosperm,Needle
cana318,64.0333,-103.8667,160,,PCGL,305,Gymnosperm,Needle
cana319,69.5,-127.8333,,,PCGL,295,Gymnosperm,Needle
cana320,69.5,-127.8333,,,PCGL,295,Gymnosperm,Needle
cana321,69.5,-127.8333,,,PCGL,294,Gymnosperm,Needle
cana322,66,-120,,,PCGL,304,Gymnosperm,Needle
cana323,56,-60,,,PCGL,302,Gymnosperm,Needle
cana324,58,-94,,,PCGL,283,Gymnosperm,Needle
cana325,48.5,-66.9167,,,THOC,292,Gymnosperm,Needle
cana326,67,-139,,,PCGL,303,Gymnosperm,Needle
cana327,52.19,-116.44,1320,,PSME,308,Gymnosperm,Needle
cana328,52.048,-116.398,1390,,PIFL,309,Gymnosperm,Needle
cana329,51.97,-116.72,1423,,PIFL,308,Gymnosperm,Needle
cana330,52,-116.45,1356,,PIFL,308,Gymnosperm,Needle
cana331,52.072,-116.388,1420,,PSME,309,Gymnosperm,Needle
cana332,49.9,-114.2,1661,,PSME,305,Gymnosperm,Needle
cana333,49.7,-114,1395,,PSME,305,Gymnosperm,Needle
cana334,50,-114.2,1677,,PSME,305,Gymnosperm,Needle
cana335,49.6,-114.6,1384,,PIFL,305,Gymnosperm,Needle
cana336,49.9,-114.2,1331,,PSME,308,Gymnosperm,Needle
cana337,51.13,-114.98,1320,,PSME,304,Gymnosperm,Needle
cana338,51.3,-114.7,1351,,PSME,305,Gymnosperm,Needle
cana339,49.9,-114.1,1575,,PSME,305,Gymnosperm,Needle
cana340,62,-128.3,500,,PCMA,299,Gymnosperm,Needle
cana341,62.0333,-128.2667,1200,,PCMA,302,Gymnosperm,Needle
cana342,62.0333,-128.2667,1200,,PCMA,293,Gymnosperm,Needle
cana343,49.9,-114.4,1648,,PSME,305,Gymnosperm,Needle
cana344,56.63,-119.62,516,,PIBN,147,Gymnosperm,Needle
cana346,49.9667,-114.0833,1706,,PSME,270,Gymnosperm,Needle
cana347,49.9,-114.2,1602,,PSME,305,Gymnosperm,Needle
cana348,54.75,-115.62,,,PCGL,253,Gymnosperm,Needle
cana349,54.75,-115.62,,,PIBN,272,Gymnosperm,Needle
cana350,52.06,-116.43,1560,,PSME,308,Gymnosperm,Needle
cana351,52.6833,-118.3333,1850,,PIAL,297,Gymnosperm,Needle
cana352,50.75,-115.3167,2300,,LALY,294,Gymnosperm,Needle
cana353,49.5667,-116.0833,1850,,PIAL,300,Gymnosperm,Needle
cana354,61.0333,-138.5,800,,PCGL,302,Gymnosperm,Needle
cana355,51.35,-116.2167,2200,,LALY,295,Gymnosperm,Needle
cana356,51.6833,-116.5,1950,,PIAL,300,Gymnosperm,Needle
cana357,52.15,-117.0833,1850,,PIAL,299,Gymnosperm,Needle
cana358,59.94,-136.7994,931,,PCSI,304,Gymnosperm,Needle
cana359,59.7622,-136.5933,915,,PCSI,304,Gymnosperm,Needle
cana360,60.1267,-136.9611,882,,PCSI,191,Gymnosperm,Needle
cana361,59.5544,-136.4692,790,,PCSI,285,Gymnosperm,Needle
cana362,60.0217,-136.8678,883,,PCSI,223,Gymnosperm,Needle
cana363,59.5469,-136.4619,708,,PCSI,287,Gymnosperm,Needle
cana364,59.1933,-129.6575,1400,,ABLA,236,Gymnosperm,Needle
cana365,59.5167,-133.5,1400,,ABLA,248,Gymnosperm,Needle
cana366,60.5947,-135.0669,1070,,ABLA,240,Gymnosperm,Needle
cana367,59.3239,-129.4897,1460,,ABLA,201,Gymnosperm,Needle
cana368,59.3153,-129.4936,1360,,ABLA,255,Gymnosperm,Needle
cana369,59.1875,-129.6731,1316,,ABLA,265,Gymnosperm,Needle
cana370,54.7,-127.4667,1400,,ABLA,303,Gymnosperm,Needle
cana371,60.2736,-134.1783,1150,,ABLA,254,Gymnosperm,Needle
cana372,60.525,-128.8444,1193,,ABLA,303,Gymnosperm,Needle
cana373,51.35,-116.2167,2200,,ABLA,262,Gymnosperm,Needle
cana374,59.3194,-129.8394,1343,,ABLA,277,Gymnosperm,Needle
cana375,60.5678,-133.0836,1176,,ABLA,207,Gymnosperm,Needle
cana376,60.1617,-129.9903,1355,,ABLA,141,Gymnosperm,Needle
cana377,60.1,-130.6667,1300,,ABLA,263,Gymnosperm,Needle
cana378,61.3667,-128.35,1450,,ABLA,303,Gymnosperm,Needle
cana379,59.7167,-133.6667,1380,,ABLA,244,Gymnosperm,Needle
cana380,59.9611,-131.2936,1150,,ABLA,155,Gymnosperm,Needle
cana381,54.7667,-127.2667,1465,,ABLA,303,Gymnosperm,Needle
cana382,59.6,-133.4,1350,,ABLA,300,Gymnosperm,Needle
cana383,63.8333,-137.3833,1205,,ABLA,237,Gymnosperm,Needle
cana384,60.1122,-134.3581,1330,,ABLA,304,Gymnosperm,Needle
cana385,54.7167,-127.4667,1830,,ABLA,285,Gymnosperm,Needle
cana386,55.3833,-127.0333,1490,,ABLA,261,Gymnosperm,Needle
cana387,60.6492,-135.165,1160,,ABLA,176,Gymnosperm,Needle
cana388,53.7667,-127.2833,1220,,PICO,303,Gymnosperm,Needle
cana389,60.5667,-134.6833,670,,PICO,151,Gymnosperm,Needle
cana390,54.8167,-127.2833,1400,,TSME,292,Gymnosperm,Needle
cana391,49.62,-116.65,2000,,TSME,209,Gymnosperm,Needle
cana392,56.05,-130.0167,1230,,TSME,303,Gymnosperm,Needle
cana393,56.1333,-130.05,920,,TSME,303,Gymnosperm,Needle
cana394,59.5544,-136.4692,790,,TSME,139,Gymnosperm,Needle
cana395,51.65,-116.6833,2050,,PIAL,300,Gymnosperm,Needle
cana396,50.5833,-116.2833,2200,,PIAL,300,Gymnosperm,Needle
cana397,50.2,-115.2167,2250,,PIAL,280,Gymnosperm,Needle
cana398,50.5,-116.3333,2125,,PIAL,298,Gymnosperm,Needle
cana399,49.7167,-115.5833,2225,,PIAL,300,Gymnosperm,Needle
cana4,61.47,-139.27,880,,PCMA,200,Gymnosperm,Needle
cana400,50.25,-116.9,2100,,PIAL,300,Gymnosperm,Needle
cana401,51.1,-117.15,2350,,PIAL,285,Gymnosperm,Needle
cana402,49.6333,-116.45,2250,,PIAL,300,Gymnosperm,Needle
cana403,50.6333,-117.3667,1975,,PIAL,300,Gymnosperm,Needle
cana404,49.1667,-114.1333,2250,,LALY,294,Gymnosperm,Needle
cana405,50.8833,-116.7333,2300,,LALY,294,Gymnosperm,Needle
cana406,51.05,-116.1333,2200,,LALY,293,Gymnosperm,Needle
cana408,49.5667,-116.0833,1850,,LALY,300,Gymnosperm,Needle
cana409,49.6847,-117.0331,2160,,LALY,306,Gymnosperm,Needle
cana411,51.35,-116.2167,2200,,LALY,94,Gymnosperm,Needle
cana412,49.0667,-114.0667,2150,,LALY,294,Gymnosperm,Needle
cana413,50.95,-115.2,2250,,LALY,288,Gymnosperm,Needle
cana414,50.9333,-115.1667,2120,,LALY,295,Gymnosperm,Needle
cana415,50.2167,-114.55,2200,,LALY,294,Gymnosperm,Needle
cana416,49.7833,-114.6333,2150,,LALY,282,Gymnosperm,Needle
cana417,49.05,-114.05,2150,,LALY,291,Gymnosperm,Needle
cana418,49.3333,-114.3833,2150,,LALY,294,Gymnosperm,Needle
cana419,51.2167,-116,2250,,LALY,291,Gymnosperm,Needle
cana420,49,-114.0333,2050,,LALY,294,Gymnosperm,Needle
cana421,51.0667,-115.7833,2250,,LALY,291,Gymnosperm,Needle
cana422,49.8333,-115.45,2225,,LALY,294,Gymnosperm,Needle
cana423,50.6,-114.9,2250,,LALY,295,Gymnosperm,Needle
cana424,49.4361,-117.1294,2060,,LALY,306,Gymnosperm,Needle
cana425,51.1333,-116.25,2200,,LALY,294,Gymnosperm,Needle
cana426,52.9167,-118.05,1220,,PSME,309,Gymnosperm,Needle
cana427,52.9333,-118.0667,1230,,PSME,260,Gymnosperm,Needle
cana428,52.9167,-118.0667,1200,,PSME,258,Gymnosperm,Needle
cana429,52.8833,-118.1167,1220,,PSME,307,Gymnosperm,Needle
cana430,52.2167,-117.2333,2000,,PCEN,288,Gymnosperm,Needle
cana432,52.6833,-118.3333,1850,,PCEN,297,Gymnosperm,Needle
cana433,52.6833,-118.3333,1765,,PCEN,282,Gymnosperm,Needle
cana434,51.7167,-116.5,2050,,PCEN,301,Gymnosperm,Needle
cana435,52.8958,-117.2583,2050,,PCEN,291,Gymnosperm,Needle
cana436,52.6889,-118.0542,1800,,PCEN,291,Gymnosperm,Needle
cana437,52.5917,-117.9458,2000,,PCEN,291,Gymnosperm,Needle
cana438,50.6,-114.9833,2250,,PCEN,288,Gymnosperm,Needle
cana439,52.15,-117.2,2200,,PCEN,301,Gymnosperm,Needle
cana440,51.4,-116.25,1650,,PCEN,283,Gymnosperm,Needle
cana441,51.35,-116.2167,2200,,PCEN,287,Gymnosperm,Needle
cana442,55.4333,-123.0333,1280,,PCEN,194,Gymnosperm,Needle
cana443,50.9333,-115.1667,2120,,PCEN,288,Gymnosperm,Needle
cana444,51.7,-116.5167,1850,,PCEN,291,Gymnosperm,Needle
cana446,52.9667,-118.1667,2000,,PCEN,291,Gymnosperm,Needle
cana447,53.15,-119.1167,1690,,PCEN,283,Gymnosperm,Needle
cana449,52.8722,-117.975,2050,,PCEN,291,Gymnosperm,Needle
cana450,53.1667,-119.4833,1900,,PCEN,290,Gymnosperm,Needle
cana451,51.1417,-115.5694,2250,,PCEN,291,Gymnosperm,Needle
cana452,49,-114.0333,2050,,PCEN,292,Gymnosperm,Needle
cana453,52.8042,-117.65,1800,,PCEN,291,Gymnosperm,Needle
cana454,55.9333,-122.75,1220,,PCEN,303,Gymnosperm,Needle
cana455,53.75,-121.5167,1370,,PCEN,248,Gymnosperm,Needle
cana456,52.25,-117,2000,,PCEN,280,Gymnosperm,Needle
cana457,51.4833,-116.4833,1950,,PCEN,291,Gymnosperm,Needle
cana458,53.86,-72.41,481,,PCMA,312,Gymnosperm,Needle
cana459,54.46,-70.39,539,,PCMA,312,Gymnosperm,Needle
cana460,54.1,-71.63,451,,PCMA,312,Gymnosperm,Needle
cana461,54.25,-72.38,436,,PCMA,312,Gymnosperm,Needle
cana462,54.56,-71.24,483,,PCMA,312,Gymnosperm,Needle
cana463,54.15,-70.29,558,,PCMA,312,Gymnosperm,Needle
cana464,50.59,-123.59,,,ABLA,262,Gymnosperm,Needle
cana465,49.48,-125.53,1300,,TSME,296,Gymnosperm,Needle
cana466,49.14,-124.64,1100,,TSME,289,Gymnosperm,Needle
cana467,51.27,-125.43,1330,,TSME,313,Gymnosperm,Needle
cana468,50.35,-122.48,1430,,TSME,302,Gymnosperm,Needle
cana469,52.28,-126.89,1310,,TSME,311,Gymnosperm,Needle
cana470,49.65,-125.2,1110,,TSME,298,Gymnosperm,Needle
cana471,50.22,-126.35,1005,,TSME,309,Gymnosperm,Needle
cana472,49.31,-125.23,1100,,TSME,213,Gymnosperm,Needle
cana473,48.69,-124.29,980,,TSME,297,Gymnosperm,Needle
cana474,48.99,-124.43,1000,,TSME,213,Gymnosperm,Needle
cana475,56.2,-129.59,,,TSME,305,Gymnosperm,Needle
cana476,52.22,-126.34,,,TSME,311,Gymnosperm,Needle
cana477,52.43,-125.89,,,TSME,125,Gymnosperm,Needle
cana478,54.34,-130.32,,,TSME,305,Gymnosperm,Needle
cana479,54.47,-129.12,,,TSME,305,Gymnosperm,Needle
cana480,54.85,-127.56,,,TSME,305,Gymnosperm,Needle
cana481,52.58,-126.36,,,ABLA,269,Gymnosperm,Needle
cana482,50.78,-123.48,,,ABLA,304,Gymnosperm,Needle
cana483,51.63,-125.19,,,ABLA,280,Gymnosperm,Needle
cana484,52.1,-126.19,,,ABLA,146,Gymnosperm,Needle
cana485,52.07,-126.13,,,ABLA,310,Gymnosperm,Needle
cana486,51.59,-124.83,,,ABLA,287,Gymnosperm,Needle
