name,latitude,longitude,elevation,elevation2,species,number,Gymnosperm/Angiosperm,Needle/broad
brit022,56.98,-3.5,400,,PCAB,128,Gymnosperm,Needle
brit023,56.98,-3.5,400,,LADE,131,Gymnosperm,Needle
brit024,57.28,-4.92,300,,PISY,242,Gymnosperm,Needle
brit026,57.53,-5.35,250,,PISY,279,Gymnosperm,Needle
brit027,55.3,-6.23,150,,QUSP,152,Angiosperm,Broad
brit028,54.47,-5.83,80,,QUSP,201,Angiosperm,Broad
brit031,52.2046,0.8157,0,,QUSP,106,Angiosperm,Broad
brit032,53.5,-1.5,0,,FREX,163,Angiosperm,Broad
brit033,53.5,-1.5,0,,QUSP,170,Angiosperm,Broad
brit034,53.67,-1.5,0,,QUSP,112,Angiosperm,Broad
brit035,53.75,-2,0,,QUSP,141,Angiosperm,Broad
brit040,53.13,-8.87,30,,QUSP,157,Angiosperm,Broad
brit041,54.7,-7.43,60,,QUSP,229,Angiosperm,Broad
brit042,54.73,-6.27,40,,QUSP,293,Angiosperm,Broad
brit043,54.35,-6.85,0,,QUSP,131,Angiosperm,Broad
brit044,54.33,-7.6,60,,QUSP,277,Angiosperm,Broad
brit053,53.37,-1.5,140,,QURO,245,Angiosperm,Broad
brit054,53.35,-6.3167,52,,QUSP,309,Angiosperm,Broad
brit055,54.55,-5.9333,25,,QUSP,305,Angiosperm,Broad
brit056,54.3,-5.8333,62,,QUSP,212,Angiosperm,Broad
brit057,54.2167,-5.9333,62,,QUSP,271,Angiosperm,Broad
brit058,54.35,-6.65,54,,QUSP,157,Angiosperm,Broad
brit059,51.8667,-1.5,130,,QUSP,152,Angiosperm,Broad
brit060,51.8167,-1.9,180,,QUSP,242,Angiosperm,Broad
brit061,51.7,-1.2167,70,,QUSP,168,Angiosperm,Broad
brit062,51.4,-1.7,170,,QUSP,172,Angiosperm,Broad
brit063,51.4,-1.7,170,,QUSP,282,Angiosperm,Broad
brit064,51.0667,-1.3833,120,,QUSP,310,Angiosperm,Broad
brit065,52.82,1.22,40,,QUSP,309,Angiosperm,Broad
brit066,52.9,1.27,55,,QUSP,295,Angiosperm,Broad
brit067,52.75,1.04,39,,QUSP,213,Angiosperm,Broad
brit068,52.58,1.17,41,,QUSP,181,Angiosperm,Broad
brit069,52.407,1.617,25,,QUSP,305,Angiosperm,Broad
brit070,51.41,-0.59,10,,PISY,304,Gymnosperm,Needle
brit071,51.98,-0.59,50,,QURO,304,Angiosperm,Broad
brit072,55.27,-3.43,175,,QURO,298,Angiosperm,Broad
brit076,53.231389,-1.296931,,,QUSP,50,Angiosperm,Broad
brit077,52.799678,-1.555743,,,QUSP,106,Angiosperm,Broad
brit079,52.09958,-2.169385,,,QUSP,54,Angiosperm,Broad
brit082,50.678008,-4.13193,,,QUSP,73,Angiosperm,Broad
brit083,51.595638,-0.469971,,,QUSP,70,Angiosperm,Broad
brit093,50.633142,-4.224025,,,QUSP,273,Angiosperm,Broad
brit094,53.101126,-0.192002,,,QUSP,223,Angiosperm,Broad
brit10,51.42,-4.17,98,,QURO,162,Angiosperm,Broad
brit11,54.12,-0.92,213,,QUSP,265,Angiosperm,Broad
brit12,53.32,-1.62,300,,QUPE,103,Angiosperm,Broad
brit2,52.93,-3.92,246,,QUPE,265,Angiosperm,Broad
brit4,51.8,-1.12,70,,QURO,198,Angiosperm,Broad
brit6,54,-7,262,,QUSP,273,Angiosperm,Broad
brit7,55.33,-3.5,607,,QURO,152,Angiosperm,Broad
bt001,27.5833,90.65,,,TSDU,304,Gymnosperm,Needle
bt002,27.6667,90.7333,,,TSDU,304,Gymnosperm,Needle
bt003,27.7,90.7667,,,TSDU,304,Gymnosperm,Needle
bt004,27.7,90.6833,,,TSDU,304,Gymnosperm,Needle
bt005,27.45,90.15,,,TSDU,307,Gymnosperm,Needle
bt006,27.4667,89.5,1550,,PCSN,306,Gymnosperm,Needle
bt007,27.4667,89.5167,,,PCSN,306,Gymnosperm,Needle
bt008,27.5833,90.65,,,PCSN,304,Gymnosperm,Needle
bt009,27.4167,90.9667,,,PCSN,303,Gymnosperm,Needle
bt010,27.25,89.3833,,,PCSN,306,Gymnosperm,Needle
bt011,27.45,90.15,,,PCSN,306,Gymnosperm,Needle
bt012,27.45,90.7,,,PIWA,304,Gymnosperm,Needle
bt013,27.25,89.3833,,,PIWA,265,Gymnosperm,Needle
bt014,27.1833,91.2,,,PIRO,304,Gymnosperm,Needle
bt015,27.4833,91.1833,,,PIRO,227,Gymnosperm,Needle
bt016,27.9833,89.75,,,LAGR,307,Gymnosperm,Needle
bt017,27.3833,89.3167,,,LAGR,306,Gymnosperm,Needle
bt018,27.95,89.75,2150,,JURE,307,Gymnosperm,Needle
bt019,27.9167,89.75,,,JURE,307,Gymnosperm,Needle
bt020,27.45,90.15,,,ABDE,287,Gymnosperm,Needle
bt021,27.4223,90.9675,3268,,PCSN,314,Gymnosperm,Needle
bt022,27.39,90.43,3243,,TABA,304,Gymnosperm,Needle
bulg001,41.77,23.38,1920,,PILE,261,Gymnosperm,Needle
bwa001,-20.8833,25.8167,915,,ADDI,51,Angiosperm,Broad
ca051,34.12,-116.82,3048,,PIFL,271,Gymnosperm,Needle
ca064,39.57,-120.25,1859,,PIJE,281,Gymnosperm,Needle
ca065,41.62,-120.7,1531,,PIPO,281,Gymnosperm,Needle
ca066,40.15,-120.6,1480,,PIJE,281,Gymnosperm,Needle
ca067,40.15,-120.6,1480,,PIPO,281,Gymnosperm,Needle
ca070,39.5,-122.67,1494,,PILA,281,Gymnosperm,Needle
ca073,41.77,-120.75,1524,,JUOC,281,Gymnosperm,Needle
ca074,39.32,-120.35,2265,,PIJE,281,Gymnosperm,Needle
ca076,37.75,-119.75,2084,,PIJE,281,Gymnosperm,Needle
ca079,38.13,-120.05,1731,,PIPO,281,Gymnosperm,Needle
ca082,39.43,-122.68,1555,,PIPO,281,Gymnosperm,Needle
ca084,39.67,-122.97,1598,,PIJE,281,Gymnosperm,Needle
ca085,39.6,-122.95,1922,,PIJE,281,Gymnosperm,Needle
ca087,37.28,-119.08,2731,,JUOC,282,Gymnosperm,Needle
ca089,35.43,-118.28,2011,,PIJE,282,Gymnosperm,Needle
ca091,38.75,-119.67,2073,,PIMO,284,Gymnosperm,Needle
ca092,36.72,-118.88,2280,,PIJE,282,Gymnosperm,Needle
ca094,35.53,-118.43,1975,,PIJE,282,Gymnosperm,Needle
ca095,41.72,-121.8,1417,,JUOC,283,Gymnosperm,Needle
ca505,37.95,-119.15,2591,,PIJE,265,Gymnosperm,Needle
ca508,37.42,-118.17,3113,,PILO,104,Gymnosperm,Needle
ca511,33.68,-116.7,1436,,PSMA,267,Gymnosperm,Needle
ca512,33.73,-117.55,1200,,PSMA,273,Gymnosperm,Needle
ca513,35.53,-115.58,2195,,ABCO,269,Gymnosperm,Needle
ca514,36.03,-118.18,2024,,PIJE,282,Gymnosperm,Needle
ca517,41.72,-120.75,1586,,JUOC,281,Gymnosperm,Needle
ca520,41.15,-120.57,1811,,PIJE,281,Gymnosperm,Needle
ca523,41.33,-122.52,2134,,PIJE,282,Gymnosperm,Needle
ca524,41.17,-122.03,1463,,PIPO,282,Gymnosperm,Needle
ca525,41.5,-121.17,1448,,PIPO,282,Gymnosperm,Needle
ca526,41.18,-120.12,2195,,PIPO,282,Gymnosperm,Needle
ca527,40.22,-120.92,1768,,PIPO,281,Gymnosperm,Needle
ca528,36.77,-118.37,3291,,PIBA,288,Gymnosperm,Needle
ca529,36.45,-118.6,3261,,PIBA,288,Gymnosperm,Needle
ca530,36.45,-118.22,3505,,PIBA,288,Gymnosperm,Needle
ca531,36.77,-118.35,2865,,PIBA,288,Gymnosperm,Needle
ca532,36.45,-118.62,3017,,PIBA,288,Gymnosperm,Needle
ca533,37.5,-118.22,3400,,PILO,284,Gymnosperm,Needle
ca534,37.37,-118.22,3475,,PILO,291,Gymnosperm,Needle
ca535,37.43,-118.17,2805,,PILO,280,Gymnosperm,Needle
ca536,34.27,-117.28,1400,,PSMA,289,Gymnosperm,Needle
ca537,34.27,-117.33,1400,,PSMA,264,Gymnosperm,Needle
ca538,34.22,-117.3,1300,,PSMA,205,Gymnosperm,Needle
ca539,33.98,-116.75,1600,,PSMA,289,Gymnosperm,Needle
ca540,34.02,-116.9,1550,,PSMA,232,Gymnosperm,Needle
ca541,34.05,-116.97,1500,,PSMA,202,Gymnosperm,Needle
ca542,34.1,-117.02,1400,,PSMA,187,Gymnosperm,Needle
ca543,34.12,-116.98,1600,,PSMA,196,Gymnosperm,Needle
ca544,34.17,-117.12,1400,,PSMA,282,Gymnosperm,Needle
ca545,34.17,-117.1,1500,,PSMA,217,Gymnosperm,Needle
ca546,34.17,-117.07,1400,,PSMA,248,Gymnosperm,Needle
ca547,34.17,-117.05,1400,,PSMA,289,Gymnosperm,Needle
ca548,34.15,-117.02,1400,,PSMA,189,Gymnosperm,Needle
ca549,34.17,-116.97,1600,,PSMA,104,Gymnosperm,Needle
ca550,34.22,-117.22,1400,,PSMA,289,Gymnosperm,Needle
ca551,34.22,-117.27,1700,,PSMA,208,Gymnosperm,Needle
ca552,34.1,-116.97,1600,,PSMA,289,Gymnosperm,Needle
ca553,34.17,-116.73,1500,,PSMA,289,Gymnosperm,Needle
ca554,33.97,-116.75,1600,,PSMA,288,Gymnosperm,Needle
ca555,40.03,-122.87,2460,,PIBA,289,Gymnosperm,Needle
ca556,37.17,-118.47,2850,,PICO,284,Gymnosperm,Needle
ca557,40.45,-121.52,2550,,TSME,284,Gymnosperm,Needle
ca558,40.75,-123.67,1560,,PSME,284,Gymnosperm,Needle
ca559,39.1,-120.27,2280,,ABMA,272,Gymnosperm,Needle
ca560,37.8,-119.25,3000,,PICO,284,Gymnosperm,Needle
ca561,36.57,-118.75,1848,,PILA,111,Gymnosperm,Needle
ca562,36.62,-118.8,2394,,PIJE,111,Gymnosperm,Needle
ca563,36.62,-118.8,2394,,ABMA,111,Gymnosperm,Needle
ca564,36.62,-118.8,2394,,ABCO,111,Gymnosperm,Needle
ca565,36.57,-118.8,1644,,QUKE,111,Angiosperm,Broad
ca566,36.57,-118.78,1640,,CADE,111,Gymnosperm,Needle
ca567,37.83,-119.42,2960,,TSME,111,Gymnosperm,Needle
ca568,36.57,-118.78,1640,,PIPO,111,Gymnosperm,Needle
ca569,36.57,-118.8,1644,,PILA,111,Gymnosperm,Needle
ca570,36.57,-118.8,1644,,ABCO,111,Gymnosperm,Needle
ca571,36.57,-118.75,2013,,CADE,111,Gymnosperm,Needle
ca572,37.82,-119.55,2498,,PIJE,111,Gymnosperm,Needle
ca573,37.77,-119.77,2180,,PIJE,111,Gymnosperm,Needle
ca574,37.77,-119.77,2180,,ABMA,111,Gymnosperm,Needle
ca575,37.77,-119.77,2180,,PILA,111,Gymnosperm,Needle
ca576,37.77,-119.77,2180,,ABCO,111,Gymnosperm,Needle
ca577,37.8,-119.87,1722,,QUKE,111,Angiosperm,Broad
ca578,37.8,-119.87,1722,,PIPO,111,Gymnosperm,Needle
ca579,37.8,-119.87,1722,,PILA,111,Gymnosperm,Needle
ca580,37.85,-119.23,3065,,PICO,111,Gymnosperm,Needle
ca581,36.55,-118.75,2012,,PIJE,111,Gymnosperm,Needle
ca582,37.75,-119.85,1793,,PILA,111,Gymnosperm,Needle
ca583,37.75,-119.77,1803,,PIPO,111,Gymnosperm,Needle
ca584,36.57,-118.75,2010,,PIJE,111,Gymnosperm,Needle
ca585,36.55,-118.82,1570,,PIPO,111,Gymnosperm,Needle
ca586,36.57,-118.75,2118,,ABMA,111,Gymnosperm,Needle
ca587,36.57,-118.75,2118,,ABCO,111,Gymnosperm,Needle
ca588,36.55,-118.82,1772,,PIPO,111,Gymnosperm,Needle
ca589,37.78,-119.73,2075,,ABMA,111,Gymnosperm,Needle
ca590,37.78,-119.73,2075,,ABCO,111,Gymnosperm,Needle
ca591,37.77,-119.8,1942,,PILA,111,Gymnosperm,Needle
ca592,37.83,-119.58,2370,,PIJE,111,Gymnosperm,Needle
ca593,37.83,-119.58,2370,,ABCO,111,Gymnosperm,Needle
ca594,37.55,-119.67,1235,,QUKE,111,Angiosperm,Broad
ca595,36.6,-118.7,2475,,ABMA,111,Gymnosperm,Needle
ca596,36.6,-118.7,2475,,PILA,111,Gymnosperm,Needle
ca597,36.6,-118.7,2475,,ABCO,111,Gymnosperm,Needle
ca598,36.07,-121.57,625,,PIPO,166,Gymnosperm,Needle
ca599,32.92,-117.25,100,,PITO,168,Gymnosperm,Needle
ca600,33.13,-116.6,1465,,PICL,202,Gymnosperm,Needle
ca601,33.13,-116.6,1465,,PSMA,296,Gymnosperm,Needle
ca602,37.83,-119.42,2960,,PIAL,292,Gymnosperm,Needle
ca603,37.92,-119.23,3300,,PIAL,297,Gymnosperm,Needle
ca604,37.92,-119.28,3300,,PIAL,297,Gymnosperm,Needle
ca605,37.87,-119.28,3300,,PIAL,297,Gymnosperm,Needle
ca606,37.83,-119.22,3300,,PIAL,297,Gymnosperm,Needle
ca607,37.72,-119.67,1310,,PSME,292,Gymnosperm,Needle
ca608,38.02,-122.8,120,,PSME,238,Gymnosperm,Needle
ca609,34.12,-116.8,2890,,PIJE,296,Gymnosperm,Needle
ca610,32.87,-116.42,1800,,PIJE,296,Gymnosperm,Needle
ca611,33.35,-116.85,1524,,PSMA,293,Gymnosperm,Needle
ca612,34.65,-119.37,1500,,PSMA,294,Gymnosperm,Needle
ca613,33.73,-117.55,1200,,PSMA,296,Gymnosperm,Needle
ca614,35.3,-120.27,580,,QUDG,305,Angiosperm,Broad
ca615,39.02,-122.82,426,,QUDG,305,Angiosperm,Broad
ca616,37.72,-120.42,274,,QUDG,306,Angiosperm,Broad
ca617,39.82,-123.07,610,,QUDG,297,Angiosperm,Broad
ca618,39.52,-121.43,305,,QUDG,305,Angiosperm,Broad
ca619,40.27,-121.85,853,,QUDG,305,Angiosperm,Broad
ca620,38.77,-121.1,183,,QUDG,304,Angiosperm,Broad
ca621,35.52,-118.67,670,,QUDG,304,Angiosperm,Broad
ca622,34.67,-120.25,61,,QULO,175,Angiosperm,Broad
ca623,37.87,-121.95,245,,QUDG,305,Angiosperm,Broad
ca624,37.87,-121.95,245,,QULO,297,Angiosperm,Broad
ca625,37.05,-121,396,,QUDG,304,Angiosperm,Broad
ca626,36.47,-121.18,350,,QUDG,304,Angiosperm,Broad
ca627,37.03,-119.67,213,,QUDG,287,Angiosperm,Broad
ca628,40.15,-120.6,1480,,PIPO,299,Gymnosperm,Needle
ca629,41.45,-120.9,1302,,JUOC,299,Gymnosperm,Needle
ca630,38.7,-120,2591,,JUOC,300,Gymnosperm,Needle
ca631,39.52,-120.55,1921,,JUOC,300,Gymnosperm,Needle
ca632,39.55,-120.2,2268,,JUOC,300,Gymnosperm,Needle
ca633,37.75,-118.68,2990,,PIFL,301,Gymnosperm,Needle
ca634,37.63,-121.77,149,,PLRA,188,Angiosperm,Broad
ca635,37.63,-121.77,149,,QULO,108,Angiosperm,Broad
ca636,36.45,-118.55,3420,,PIBA,293,Gymnosperm,Needle
ca637,36.62,-118.37,3519,,PIBA,293,Gymnosperm,Needle
ca638,36.58,-118.37,3378,,PIBA,289,Gymnosperm,Needle
ca639,38.08,-119.38,2925,,PIFL,296,Gymnosperm,Needle
ca640,36.95,-118.92,2630,,JUOC,289,Gymnosperm,Needle
ca641,37.87,-119.37,2630,,PICO,306,Gymnosperm,Needle
ca642,37.88,-119.37,2626,,PICO,306,Gymnosperm,Needle
ca643,37.87,-119.37,2615,,PICO,306,Gymnosperm,Needle
ca645,37.4,-121.78,475,,QUDG,304,Angiosperm,Broad
ca646,36.49,-120.88,1067,,QUDG,304,Angiosperm,Broad
ca647,36.34,-120.52,1219,,QUDG,304,Angiosperm,Broad
ca648,40.53,-120.02,396,,QUDG,305,Angiosperm,Broad
ca649,39.21,-122.44,468,,QUDG,305,Angiosperm,Broad
ca650,40.28,-122.45,421,,QUDG,305,Angiosperm,Broad
ca651,36.29,-118.78,1132,,QUDG,304,Angiosperm,Broad
ca652,40.25,-122.38,218,,QUDG,305,Angiosperm,Broad
ca653,35.91,-118.67,1237,,QUDG,304,Angiosperm,Broad
ca654,40.09,-122.03,143,,QUDG,306,Angiosperm,Broad
ca655,38,-120.61,457,,QUDG,305,Angiosperm,Broad
ca656,34.74,-120,1036,,QUDG,304,Angiosperm,Broad
ca657,36.39,-121.55,755,,QUDG,305,Angiosperm,Broad
ca658,36.12,-121.46,646,,QUDG,304,Angiosperm,Broad
ca659,36.55,-118.89,701,,QUDG,305,Angiosperm,Broad
ca660,34.92,-119.24,1051,,QUDG,305,Angiosperm,Broad
ca661,39.84,-122.61,342,,QUDG,305,Angiosperm,Broad
ca662,35.69,-120.26,558,,QUDG,305,Angiosperm,Broad
ca663,38.67,-122.27,180,,QUDG,305,Angiosperm,Broad
ca664,37.09,-119.75,345,,QUDG,305,Angiosperm,Broad
ca665,37.87,-119.98,1194,,QUDG,306,Angiosperm,Broad
ca667,37.52,-118.2,3470,,PILO,306,Gymnosperm,Needle
ca668,37.52,-118.18,3320,,PILO,307,Gymnosperm,Needle
ca669,37.52,-118.17,3190,,PILO,307,Gymnosperm,Needle
ca670,37.38,-118.17,2805,,PILO,297,Gymnosperm,Needle
ca671,37.6167,-119.0167,2770,,PICO,310,Gymnosperm,Needle
ca673,39.377,-123.804,55,,PIMR,163,Gymnosperm,Needle
ca674,40.1,-120.6333,1385,,PIPO,311,Gymnosperm,Needle
ca675,41.8333,-120.8833,1508,,JUOC,311,Gymnosperm,Needle
ca676,41.6667,-120.9833,1513,,PIPO,311,Gymnosperm,Needle
ca677,39.5667,-120.2833,1688,,PIJE,311,Gymnosperm,Needle
ca678,37.95,-119.15,2499,,PIJE,311,Gymnosperm,Needle
ca679,42.0333,-120.5667,1645,,PIPO,311,Gymnosperm,Needle
ca680,37.77,-119.82,1843,,CADE,312,Gymnosperm,Needle
ca681,40,-121,,,ABCO,110,Gymnosperm,Needle
ca682,40,-121,,,PSME,110,Gymnosperm,Needle
ca683,40,-121,,,CADE,110,Gymnosperm,Needle
ca684,40,-121,,,PILA,110,Gymnosperm,Needle
ca685,40,-121,,,PIPO,110,Gymnosperm,Needle
ca686,37.55,-121.85,89,,PLRA,311,Angiosperm,Broad
ca687,37.55,-121.85,89,,QULO,311,Angiosperm,Broad
ca688,37.1667,-121.4,421,,QUDG,306,Angiosperm,Broad
ca689,39.25,-121.8,121,,QUDG,197,Angiosperm,Broad
ca690,37.2942,-118.1057,3230,,PILO,308,Gymnosperm,Needle
ca691,39.417983,-120.31113,2478,,ABMA,316,Gymnosperm,Needle
ca692,39.417983,-120.31113,2478,,TSME,316,Gymnosperm,Needle
ca693,39.2988,-120.1915,1975,,ABCO,119,Gymnosperm,Needle
ca694,39.2988,-120.1915,1975,,PIPO,186,Gymnosperm,Needle
ca695,39.2583,-120.6857,1537,,PIPO,177,Gymnosperm,Needle
ca696,39.2822,-120.5278,2008,,ABMA,216,Gymnosperm,Needle
ca697,39.2246,-120.4109,1865,,CADE,283,Gymnosperm,Needle
ca698,39.2467,-120.3477,1809,,JUOC,315,Gymnosperm,Needle
ca699,37.12,-119.151,1534,,ABCO,126,Gymnosperm,Needle
ca700,37.12,-119.151,1534,,CADE,208,Gymnosperm,Needle
ca701,34.837,-119.048,1817,,PIMO,205,Gymnosperm,Needle
ca702,37.12,-119.151,1534,,PIPO,219,Gymnosperm,Needle
ca703,38.24,-120.27,1380,,SEGI,313,Gymnosperm,Needle
ca704,37.7667,-119.8,1700,,SEGI,292,Gymnosperm,Needle
ca705,37.75,-119.83,1615,,SEGI,292,Gymnosperm,Needle
ca706,37.0167,-119.1,1890,,SEGI,293,Gymnosperm,Needle
ca707,36.7667,-118.8167,2075,,SEGI,312,Gymnosperm,Needle
ca708,36.8,-118.9667,1950,,SEGI,196,Gymnosperm,Needle
ca709,36.7,-118.8833,2050,,SEGI,292,Gymnosperm,Needle
ca710,36.7,-118.9167,1860,,SEGI,294,Gymnosperm,Needle
ca711,36.6833,-118.8833,2070,,SEGI,292,Gymnosperm,Needle
ca712,36.65,-118.8167,2020,,SEGI,292,Gymnosperm,Needle
ca713,36.6333,-118.6333,1995,,SEGI,292,Gymnosperm,Needle
ca714,36.55,-118.75,2040,,SEGI,292,Gymnosperm,Needle
ca715,36.45,-118.6667,1935,,SEGI,292,Gymnosperm,Needle
ca716,36.3333,-118.7167,1845,,SEGI,292,Gymnosperm,Needle
ca717,36.2333,-118.6833,2025,,SEGI,313,Gymnosperm,Needle
ca718,36.1333,-118.5167,1890,,SEGI,293,Gymnosperm,Needle
ca719,36.1,-118.65,1935,,SEGI,313,Gymnosperm,Needle
ca720,36.0667,-118.6167,2050,,SEGI,293,Gymnosperm,Needle
ca721,35.9833,-118.6667,1830,,SEGI,292,Gymnosperm,Needle
ca722,35.9833,-118.6,1952,,SEGI,293,Gymnosperm,Needle
ca723,35.9333,-118.5833,1950,,SEGI,293,Gymnosperm,Needle
ca724,35.9333,-118.6333,1700,,SEGI,293,Gymnosperm,Needle
ca725,35.8667,-118.6,1645,,SEGI,293,Gymnosperm,Needle
ca726,37.05335,-119.39335,,,SEGI,313,Gymnosperm,Needle
ca727,37.77,-119.82,1843,,PILA,318,Gymnosperm,Needle
ca728,37.77,-119.82,1843,,PILA,311,Gymnosperm,Needle
ca729,35.65,-118.61,1610,,PIPO,288,Gymnosperm,Needle
ca730,35.063,-118.745,376,,QULO,175,Angiosperm,Broad
ca731,35.048,-118.728,442,,QULO,146,Angiosperm,Broad
ca732,35.025,-118.628,851,,QULO,317,Angiosperm,Broad
ca733,35.028,-118.628,885,,QULO,199,Angiosperm,Broad
ca734,34.975,-118.593,1632,,QULO,191,Angiosperm,Broad
ca735,34.98,-118.584,1665,,QULO,277,Angiosperm,Broad
ca736,38.44,-120.97,177,,PISA,113,Gymnosperm,Needle
ca737,38.5445,-120.3927,1400,,ABCO,101,Gymnosperm,Needle
ca738,38.5445,-120.3927,1400,,CADE,156,Gymnosperm,Needle
ca739,38.5445,-120.3927,1400,,PIPO,113,Gymnosperm,Needle
ca740,38.5445,-120.3927,1400,,PSME,118,Gymnosperm,Needle
ca741,40.322,-123.53,1574,,ABMA,214,Gymnosperm,Needle
ca742,40.329,-123.541,1574,,ABMA,190,Gymnosperm,Needle
ca743,41.127,-123.137,946,,PSME,199,Gymnosperm,Needle
ca744,36.26422,-118.51861,1959,,PIPO,248,Gymnosperm,Needle
can673,49.16,-121.63,1800,,TSME,318,Gymnosperm,Needle
can674,50.35,-122.48,1430,,TSME,319,Gymnosperm,Needle
can675,52.29,-126.89,1310,,TSME,318,Gymnosperm,Needle
can676,51.71,-116.51,2102,,PCEN,318,Gymnosperm,Needle
can677,51.17,-118.13,1575,,PCEN,318,Gymnosperm,Needle
can678,50.81,-118.97,1634,,PCEN,318,Gymnosperm,Needle
can679,50.54,-121.27,490,,PIPO,300,Gymnosperm,Needle
can681,60.833333,-137.816667,1055,,PCGL,116,Gymnosperm,Needle
can682,49.42,-125.08,260,,PSME,291,Gymnosperm,Needle
can683,51.639665,-68.111365,948.22168,,PCGL,210,Gymnosperm,Needle
can684,51.656643,-68.105802,828.858459,,ABBA,171,Gymnosperm,Needle
can685,51.656643,-68.105802,828.858459,,PCGL,241,Gymnosperm,Needle
can686,51.662522,-68.107212,643.562622,,ABBA,248,Gymnosperm,Needle
can687,51.662522,-68.107212,643.562622,,PCGL,267,Gymnosperm,Needle
can688,51.672004,-68.111804,553.283081,,PCMA,114,Gymnosperm,Needle
can689,51.681564,-68.109874,436.984161,,PCMA,113,Gymnosperm,Needle
can690,51.448637,-68.683652,918.674805,,PCGL,153,Gymnosperm,Needle
can691,51.449772,-68.684865,922.168701,,PCGL,212,Gymnosperm,Needle
can692,51.446272,-68.684757,916.913086,,PCGL,194,Gymnosperm,Needle
can693,51.449832,-68.691565,884.122314,,PCGL,164,Gymnosperm,Needle
can697,57.7,-75.7833,158,,LALA,119,Gymnosperm,Needle
can712,56.8667,-72.8667,278,,LALA,194,Gymnosperm,Needle
can717,49.587222,-117.400278,1727,,PCEN,237,Gymnosperm,Needle
can718,49.388056,-117.428333,1563,,PCEN,253,Gymnosperm,Needle
can719,49.357,-123.113,66,,PSME,65,Gymnosperm,Needle
can720,49.272,-122.582,175,,PSME,62,Gymnosperm,Needle
cana,60.67,-136.9,1220,,PCGL,226,Gymnosperm,Needle
cana002,58.37,-68.38,46,,LALA,275,Gymnosperm,Needle
cana005,56.55,-62,150,,PCGL,205,Gymnosperm,Needle
cana008,63.83,-104,207,,PCGL,270,Gymnosperm,Needle
cana009,61.5,-140.72,1370,,PCGL,276,Gymnosperm,Needle
cana011,50.75,-120.55,1158,,PSME,266,Gymnosperm,Needle
cana013,50.75,-120.55,822,,PSME,266,Gymnosperm,Needle
cana015,50.75,-120.55,822,,PIPO,266,Gymnosperm,Needle
cana018,49.6,-119.58,610,,PIPO,266,Gymnosperm,Needle
cana020,51.2,-115.52,1432,,PSME,266,Gymnosperm,Needle
cana022,51.17,-115.55,1310,,PSME,266,Gymnosperm,Needle
cana026,52.9,-118.08,1128,,PSME,266,Gymnosperm,Needle
cana029,68.63,-138.63,381,,PCGL,278,Gymnosperm,Needle
cana030,55.33,-63.25,457,,PCGL,277,Gymnosperm,Needle
cana032,44.82,-64,100,,TSCA,283,Gymnosperm,Needle
cana033,45.8,-78.2,200,,PIRE,283,Gymnosperm,Needle
cana034,45.17,-78.75,200,,TSCA,283,Gymnosperm,Needle
cana035,46.63,-71.88,100,,TSCA,283,Gymnosperm,Needle
cana036,48.58,-65.92,100,,THOC,283,Gymnosperm,Needle
cana037,47,-79.92,200,,PIRE,284,Gymnosperm,Needle
cana038,51.62,-95.83,305,,PCGL,167,Gymnosperm,Needle
cana039,53.5,-96.38,262,,PCMA,170,Gymnosperm,Needle
cana041,50.4,-91.45,396,,PCGL,176,Gymnosperm,Needle
cana042,50.3,-89.05,341,,PCGL,155,Gymnosperm,Needle
cana043,50.3,-89.05,341,,PCGL,146,Gymnosperm,Needle
cana044,62.17,-119.13,620,,PCMA,159,Gymnosperm,Needle
cana045,62.17,-119.13,620,,PCMA,148,Gymnosperm,Needle
cana046,62.45,-116.13,213,,PCGL,194,Gymnosperm,Needle
cana047,61.17,-117.37,152,,PCGL,160,Gymnosperm,Needle
cana048,61.68,-120.72,375,,PCGL,168,Gymnosperm,Needle
cana049,54.2,-61.57,1500,,PCGL,199,Gymnosperm,Needle
cana050,53.48,-58.67,1500,,PCGL,280,Gymnosperm,Needle
cana051,53.48,-58.67,1500,,PCGL,195,Gymnosperm,Needle
cana052,62.45,-116.13,213,,PCGL,230,Gymnosperm,Needle
cana053,62.68,-110.97,1400,,PCGL,289,Gymnosperm,Needle
cana054,50.03,-71.48,1400,,PCMA,163,Gymnosperm,Needle
cana055,50.17,-68.17,1000,,PCMA,270,Gymnosperm,Needle
cana056,50.17,-68.17,1000,,PCGL,157,Gymnosperm,Needle
cana057,61.68,-120.72,375,,PCGL,182,Gymnosperm,Needle
cana058,62.17,-110.08,259,,PCGL,171,Gymnosperm,Needle
cana059,62.73,-111.63,1350,,PCMA,136,Gymnosperm,Needle
cana060,58.67,-93.48,50,,PCGL,289,Gymnosperm,Needle
cana061,56.23,-67.72,305,,PCMA,168,Gymnosperm,Needle
cana062,56.23,-67.72,305,,PCMA,289,Gymnosperm,Needle
cana063,55.28,-67.12,1200,,PCGL,289,Gymnosperm,Needle
cana064,55.28,-67.12,1200,,PCMA,148,Gymnosperm,Needle
cana065,52.03,-77.85,137,,PCMA,194,Gymnosperm,Needle
cana066,54.58,-77.57,137,,PCMA,241,Gymnosperm,Needle
cana067,54.58,-77.57,137,,PCMA,246,Gymnosperm,Needle
